index,product,category,sub_category,brand,sale_price,market_price,type,rating,rating_status,discount_amt,discount_pct
19839,"leo plastic pet water bottle - black, wide mouth","Kitchen, Garden & Pets",Storage & Accessories,bb home,75.0,126.0,Water & Fridge Bottles,,Not Rated,51.0,40.476190476190474
19840,oats cranberry cookies,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",nourish organics,250.0,250.0,Premium Cookies,4.4,Rated,0.0,0.0
19841,cold brew coffee - classic,Gourmet & World Food,Drinks & Beverages,sleepy owl,240.0,300.0,Coffee & Pre-Mix,,Not Rated,60.0,20.0
19842,"two tone plastic bowl/ fruits & vegetable basket - no. 2, white base with pink ring, l2302","Kitchen, Garden & Pets",Storage & Accessories,princeware,59.0,90.0,Containers Sets,3.8,Rated,31.0,34.44444444444444
19843,stainless steel water bottle - green bb 498 2,"Kitchen, Garden & Pets",Storage & Accessories,dp,249.0,460.0,Water & Fridge Bottles,,Not Rated,211.0,45.869565217391305
19844,chicken flavour,Gourmet & World Food,"Pasta, Soup & Noodles",yum yum,175.0,175.0,Imported Noodles,4.0,Rated,0.0,0.0
19845,organic - soyabean whole,"Foodgrains, Oil & Masala",Dals & Pulses,bb royal,64.0,89.0,Organic Dals & Pulses,,Not Rated,25.0,28.08988764044944
19846,gluten free instant spaghetti - spinach,Gourmet & World Food,"Pasta, Soup & Noodles",nutrahi,85.0,85.0,Pastas & Spaghetti,3.1,Rated,0.0,0.0
19847,stix,"Kitchen, Garden & Pets",Pet Food & Accessories,jerhigh,240.0,240.0,Pet Meals & Treats,5.0,Rated,0.0,0.0
19848,ajamamsa rasayanam,Beauty & Hygiene,Health & Medicine,kerala ayurveda,285.0,285.0,Ayurveda,,Not Rated,0.0,0.0
19849,microwave popcorn - bbq,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700bc,204.0,240.0,Gourmet Popcorn,,Not Rated,36.0,15.0
19850,turn & lock set,"Kitchen, Garden & Pets",Steel Utensils,asian,205.0,205.0,Steel Storage Containers,,Not Rated,0.0,0.0
19851,assorted gift box - pure belgian chocolate truffles,Gourmet & World Food,Chocolates & Biscuits,lindberg,340.1,498.0,International Chocolates,,Not Rated,157.89999999999998,31.706827309236946
19852,apple cider vinegar - filtered,Gourmet & World Food,Oils & Vinegar,gooddiet,119.0,175.0,Balsamic & Cider Vinegar,4.2,Rated,56.0,32.0
19853,herbal watermelon soap,Beauty & Hygiene,Bath & Hand Wash,khadi natural,70.0,70.0,Bathing Bars & Soaps,4.0,Rated,0.0,0.0
19854,bombay mixture,Snacks & Branded Foods,Snacks & Namkeen,ela,60.0,60.0,Namkeen & Savoury Snacks,3.3,Rated,0.0,0.0
19855,"tuna flakes - light meat, in salted water","Eggs, Meat & Fish",Fish & Seafood,tasty nibbles,150.0,150.0,Canned Seafood,,Not Rated,0.0,0.0
19856,papad - wheel,Snacks & Branded Foods,Ready To Cook & Eat,atish,51.0,51.0,"Papads, Ready To Fry",3.5,Rated,0.0,0.0
19857,spf 40+ sunscreen spray lotion,Beauty & Hygiene,Skin Care,greenberry organics,489.3,699.0,Face Care,3.8,Rated,209.7,30.0
19858,crunchy caramel - pure belgian milk chocolate,Gourmet & World Food,Chocolates & Biscuits,lindberg,226.1,378.0,International Chocolates,,Not Rated,151.9,40.18518518518518
19859,strawberry creme biscuits,Snacks & Branded Foods,Biscuits & Cookies,oreo,79.2,90.0,Cream Biscuits & Wafers,4.3,Rated,10.799999999999997,11.999999999999996
19860,paramveer pak,Beauty & Hygiene,Health & Medicine,meghdoot,575.0,575.0,Ayurveda,,Not Rated,0.0,0.0
19861,stainless steel lunch box/tiffin set - red bb 573 3,"Kitchen, Garden & Pets",Steel Utensils,tedemei,409.0,425.0,Lunch Boxes,,Not Rated,16.0,3.7647058823529407
19862,crackers - corn,Gourmet & World Food,Chocolates & Biscuits,samudra,149.0,149.0,"Cookies, Biscotti, Wafer",4.7,Rated,0.0,0.0
19863,party mix,"Foodgrains, Oil & Masala",Dry Fruits,nutraj,186.0,249.0,Other Dry Fruits,3.0,Rated,63.0,25.301204819277107
19864,magic stix wafer rolls - chocolate hazelnut flavoured cream,Gourmet & World Food,Chocolates & Biscuits,sapphire,150.0,150.0,"Cookies, Biscotti, Wafer",4.2,Rated,0.0,0.0
19865,"salt - black, himalayan","Foodgrains, Oil & Masala",Masalas & Spices,keya,25.0,25.0,Herbs & Seasoning,4.2,Rated,0.0,0.0
19866,"giloy juice - natural immunity booster, anti-microbial properties",Beverages,Fruit Juices & Drinks,kapiva ayurveda,500.0,500.0,"Unsweetened, Cold Press",3.8,Rated,0.0,0.0
19867,ultra blends shampoo,Beauty & Hygiene,Hair Care,garnier,125.0,125.0,Shampoo & Conditioner,4.2,Rated,0.0,0.0
19868,jam - mixed fruit,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",morton,64.0,64.0,"Jam, Conserve, Marmalade",4.3,Rated,0.0,0.0
19869,brightening sheen mani-pedi kit,Beauty & Hygiene,Skin Care,aroma treasures,171.0,180.0,Body Care,5.0,Rated,9.0,5.0
19870,masala - meat,"Foodgrains, Oil & Masala",Masalas & Spices,mdh,70.81,73.0,Blended Masalas,4.2,Rated,2.1899999999999977,2.999999999999997
19871,nilgiris green tea - yoshin lemon,Beverages,Tea,teamonk,330.0,550.0,Green Tea,,Not Rated,220.0,40.0
19872,premium wafer bites - strawberry,Snacks & Branded Foods,Biscuits & Cookies,tasties,49.0,85.0,Cream Biscuits & Wafers,,Not Rated,36.0,42.35294117647059
19873,wafers - orange,Gourmet & World Food,Chocolates & Biscuits,harveys,67.5,75.0,"Cookies, Biscotti, Wafer",3.8,Rated,7.5,10.0
19874,tomato - green,Fruits & Vegetables,Fresh Vegetables,fresho,6.0,7.5,"Potato, Onion & Tomato",,Not Rated,1.5,20.0
19875,baby sipper - elite,Baby Care,Feeding & Nursing,dimpu poop-cee,140.0,140.0,Sippers & Bottles,3.3,Rated,0.0,0.0
19876,potato onion tomato 1 kg each,Fruits & Vegetables,Fresh Vegetables,fresho,67.71,91.25,"Potato, Onion & Tomato",,Not Rated,23.540000000000006,25.79726027397261
19877,"better home super tight plastic container - printed, assorted colours","Kitchen, Garden & Pets",Storage & Accessories,joyo,259.0,473.0,Containers Sets,4.2,Rated,214.0,45.243128964059196
19878,organics premium green tea leaves - loose,Beverages,Tea,18 herbs,60.0,60.0,Green Tea,5.0,Rated,0.0,0.0
19879,assorted cookies,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",cookie man,530.0,530.0,"Bakery Biscuits, Cookies",3.5,Rated,0.0,0.0
19880,ultra alkaline battery aa,"Kitchen, Garden & Pets",Appliances & Electricals,duracell,127.0,160.0,Battery & Electrical,4.4,Rated,33.0,20.625
19881,"snacks - stars, banana & honey, 2+ years, 100% natural & healthy",Snacks & Branded Foods,Snacks & Namkeen,timios,20.0,20.0,Chips & Corn Snacks,3.5,Rated,0.0,0.0
19882,8 spices masala chai tea,Gourmet & World Food,Drinks & Beverages,cambridge tea party,49.0,49.0,Gourmet Tea & Tea Bags,,Not Rated,0.0,0.0
19883,eco friendly toilet cleaner,Cleaning & Household,All Purpose Cleaners,the better home,239.2,299.0,Toilet Cleaners,3.0,Rated,59.80000000000001,20.000000000000004
19884,bathing bar - watermelon & cucumber,Beauty & Hygiene,Bath & Hand Wash,50ap,160.0,160.0,Bathing Bars & Soaps,,Not Rated,0.0,0.0
19885,blackberries - frozen fresh,Gourmet & World Food,Cooking & Baking Needs,delishh,205.0,205.0,"Baking, Cake Decorations",2.7,Rated,0.0,0.0
19886,namkeen - tapioca sticks chips,Snacks & Branded Foods,Snacks & Namkeen,sln,52.0,52.0,Namkeen & Savoury Snacks,4.0,Rated,0.0,0.0
19887,creamy cheese triangles,Gourmet & World Food,Dairy & Cheese,the laughing cow,99.0,110.0,Cream & Cheese Spreads,4.5,Rated,11.0,10.0
19888,2 in 1 puzzle - alphabet,Cleaning & Household,Stationery,sterling,116.0,199.0,Games & Calculators,3.2,Rated,83.0,41.70854271356784
19889,honey mustard sauce,Gourmet & World Food,"Sauces, Spreads & Dips",wingreens farms,178.5,238.0,Salad Dressings,4.2,Rated,59.5,25.0
19890,"banana - raw, sliced",Fruits & Vegetables,Cuts & Sprouts,fresho,25.0,31.25,Cut & Peeled Veggies,,Not Rated,6.25,20.0
19891,herbal multi care sensitive toothpaste,Beauty & Hygiene,Oral Care,sensodyne,125.0,125.0,Toothpaste,4.2,Rated,0.0,0.0
19892,chai/100% melamine smart coffee mug set - yellow,"Kitchen, Garden & Pets",Crockery & Cutlery,iveo,659.0,818.0,"Cups, Mugs & Tumblers",2.7,Rated,159.0,19.43765281173594
19893,whiskas adult cat food tuna 7kg + sheba complete nutrition for cats 85g,"Kitchen, Garden & Pets",Pet Food & Accessories,bb combo,1700.0,1880.0,Pet Meals & Treats,,Not Rated,180.0,9.574468085106384
19894,edt perfume - original gold edition for men,Beauty & Hygiene,Fragrances & Deos,brut,1200.0,1200.0,Eau De Toilette,,Not Rated,0.0,0.0
19895,aloe vera baby wipes,Baby Care,Diapers & Wipes,pampers,195.02,199.0,Baby Wipes,4.5,Rated,3.9799999999999898,1.999999999999995
19896,"copier paper - a4, 75 gsm",Cleaning & Household,Stationery,copy gold,266.0,320.0,"Notebooks, Files, Folders",3.6,Rated,54.0,16.875
19897,body wash aroma sensual shower gel,Beauty & Hygiene,Bath & Hand Wash,palmolive,389.35,599.0,Shower Gel & Body Wash,4.1,Rated,209.64999999999998,35.0
19898,bath & body oil - green tea & basil,Beauty & Hygiene,Bath & Hand Wash,oriental botanics,899.0,899.0,Bath Salts & Oils,3.0,Rated,0.0,0.0
19899,berries with twist,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",graminway,180.0,180.0,Roasted Seeds & Nuts,4.2,Rated,0.0,0.0
19900,toasty onion flakes,"Foodgrains, Oil & Masala",Masalas & Spices,snapin,79.0,79.0,Herbs & Seasoning,4.3,Rated,0.0,0.0
19901,blue wings eau de toilette,Beauty & Hygiene,Fragrances & Deos,police,1946.25,2595.0,Eau De Toilette,,Not Rated,648.75,25.0
19902,powder - fenugreek,Gourmet & World Food,Cooking & Baking Needs,the spice club,50.0,50.0,"Herbs, Seasonings & Rubs",4.4,Rated,0.0,0.0
19903,mini candy - sweet treat,Gourmet & World Food,Chocolates & Biscuits,marudhar,102.0,120.0,"Marshmallow, Candy, Jelly",1.5,Rated,18.0,15.0
19904,cashew chocolate bar,Gourmet & World Food,Chocolates & Biscuits,snickers,50.0,50.0,International Chocolates,4.2,Rated,0.0,0.0
19905,ribbon fish,"Eggs, Meat & Fish",Fish & Seafood,h.s. dry fish,60.0,60.0,Dry Fish,,Not Rated,0.0,0.0
19906,oregano seasoning,"Foodgrains, Oil & Masala",Masalas & Spices,organic nation,84.0,105.0,Herbs & Seasoning,3.6,Rated,21.0,20.0
19907,"toothbrush - sensitive toothbrush, ultra soft",Beauty & Hygiene,Oral Care,colgate,50.0,50.0,Toothbrush,4.2,Rated,0.0,0.0
19908,instant mix - adai dosa,Snacks & Branded Foods,Ready To Cook & Eat,farmveda,145.0,145.0,Breakfast & Snack Mixes,3.9,Rated,0.0,0.0
19909,dog treats - chicken & calcium bone,"Kitchen, Garden & Pets",Pet Food & Accessories,chip chops,195.0,195.0,Pet Meals & Treats,5.0,Rated,0.0,0.0
19910,wipeout sanitizing spray,Beauty & Hygiene,Bath & Hand Wash,myglamm,159.2,199.0,Shower Gel & Body Wash,4.8,Rated,39.80000000000001,20.000000000000007
19911,supreme scalp soothing shampoo,Beauty & Hygiene,Hair Care,head & shoulders,347.6,440.0,Shampoo & Conditioner,3.4,Rated,92.39999999999998,20.999999999999993
19912,vitamin c face toner with vitamin c & cucumber for pore tightening,Beauty & Hygiene,Skin Care,mamaearth,399.0,399.0,Face Care,3.3,Rated,0.0,0.0
19913,pure magic - chocolate biscuits,Snacks & Branded Foods,Biscuits & Cookies,britannia,47.52,60.0,Glucose & Milk Biscuits,4.3,Rated,12.479999999999997,20.799999999999994
19914,aristocrat edp fresh perfume for men,Beauty & Hygiene,Fragrances & Deos,ajmal,2400.0,4000.0,Eau De Parfum,,Not Rated,1600.0,40.0
19915,basil seeds,Gourmet & World Food,Cooking & Baking Needs,tiera,105.0,105.0,Quinoa & Grains,,Not Rated,0.0,0.0
19916,"sundarya body oil - aloevera & sandalwood, for tri-dosha",Beauty & Hygiene,Skin Care,shankara,972.0,1080.0,Aromatherapy,,Not Rated,108.0,10.0
19917,organic - multigrain flour,"Foodgrains, Oil & Masala",Organic Staples,organic tattva,90.0,90.0,Organic Flours,4.2,Rated,0.0,0.0
19918,walker ginger stem biscuit 150g,Gourmet & World Food,Chocolates & Biscuits,walkers,279.2,349.0,"Cookies, Biscotti, Wafer",4.4,Rated,69.80000000000001,20.000000000000004
19919,mineral water,Beverages,Water,kinley,300.0,300.0,Packaged Water,4.0,Rated,0.0,0.0
19920,tapioca flour - sabudana,Gourmet & World Food,Cooking & Baking Needs,nutty yogi,150.0,150.0,Flours & Pre-Mixes,4.9,Rated,0.0,0.0
19921,ultrathin sensitive toothbrush - green,Beauty & Hygiene,Oral Care,oral-b,140.0,140.0,Toothbrush,4.1,Rated,0.0,0.0
19922,"disinfectant surface & floor cleaner liquid - citrus, kills 99.9% germs",Cleaning & Household,All Purpose Cleaners,lizol,302.0,380.0,Floor & Other Cleaners,4.2,Rated,78.0,20.526315789473685
19923,ojas capsules - boosts immunity,Beauty & Hygiene,Health & Medicine,jiva ayurveda,275.0,275.0,Ayurveda,,Not Rated,0.0,0.0
19924,aloe vera deep pore cleansing milk - with lemon extract,Beauty & Hygiene,Skin Care,vaadi,76.5,85.0,Face Care,,Not Rated,8.5,10.0
19925,organic vermicompost,"Kitchen, Garden & Pets",Gardening,forgreen,249.0,249.0,Fertilizers & Pesticides,3.9,Rated,0.0,0.0
19926,turmeric powder/arisina pudi,"Foodgrains, Oil & Masala",Masalas & Spices,sakthi,67.5,75.0,Powdered Spices,4.2,Rated,7.5,10.0
19927,mixed dry fruits - healthy mix,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",rostaa,432.0,480.0,Dry Fruits & Berries,,Not Rated,48.0,10.0
19928,urban musk eau de toilette deodorant - for man,Beauty & Hygiene,Fragrances & Deos,nike,195.3,279.0,Men's Deodorants,4.7,Rated,83.69999999999999,29.999999999999993
19929,"vegetable-fruit string chopper - 5 blades with 1 lassi/whisk blade, green","Kitchen, Garden & Pets",Kitchen Accessories,master,399.0,890.0,Choppers & Graters,3.3,Rated,491.0,55.168539325842694
19930,"glass water bottle with round base - transparent, b1367","Kitchen, Garden & Pets",Storage & Accessories,bb home,199.0,449.0,Water & Fridge Bottles,,Not Rated,250.0,55.67928730512249
19931,cigarette  ash tray round,"Kitchen, Garden & Pets",Crockery & Cutlery,yujing,99.0,175.0,Glassware,4.4,Rated,76.0,43.42857142857143
19932,snacks - roasted peanuts jalapeno,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",gooddiet,99.0,129.0,"Healthy, Baked Snacks",,Not Rated,30.0,23.25581395348837
19933,premium malabar paratha,Snacks & Branded Foods,Frozen Veggies & Snacks,goeld,52.5,105.0,Frozen Indian Breads,3.5,Rated,52.5,50.0
19934,organic - brown sugar/sakkare,"Foodgrains, Oil & Masala",Organic Staples,bb royal,75.0,119.0,"Organic Sugar, Jaggery",,Not Rated,44.0,36.97478991596639
19935,inhaler,Beauty & Hygiene,Health & Medicine,vicks,40.0,50.0,Everyday Medicine,4.2,Rated,10.0,20.0
19936,fairness naturals  fair & soft hair removal cream rose - sensitive skin,Beauty & Hygiene,Feminine Hygiene,fem,45.0,45.0,Hair Removal,4.2,Rated,0.0,0.0
19937,waterproof toilet seat cover,Cleaning & Household,All Purpose Cleaners,peebuddy,297.5,350.0,Toilet Cleaners,3.3,Rated,52.5,15.0
19938,spicy lemony chickpeas,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",fabbox,90.0,90.0,"Healthy, Baked Snacks",,Not Rated,0.0,0.0
19939,raw mango - diced,Fruits & Vegetables,Cuts & Sprouts,fresho,26.25,26.25,Cut & Peeled Veggies,,Not Rated,0.0,0.0
19940,wottagirl - grace perfume spray,Beauty & Hygiene,Fragrances & Deos,layerr,389.35,599.0,Perfume,3.3,Rated,209.64999999999998,35.0
19941,soft drink - lemon & lime flavoured,Beverages,Energy & Soft Drinks,limca,95.0,95.0,Cold Drinks,4.2,Rated,0.0,0.0
19942,dark fantasy bourbon,Snacks & Branded Foods,Biscuits & Cookies,sunfeast,90.0,90.0,Cream Biscuits & Wafers,4.3,Rated,0.0,0.0
19943,dried mango,"Foodgrains, Oil & Masala",Dry Fruits,fabbox,130.0,130.0,Other Dry Fruits,3.3,Rated,0.0,0.0
19944,nourishing body lotion,Beauty & Hygiene,Skin Care,himalaya,500.0,500.0,Body Care,,Not Rated,0.0,0.0
19945,alkaline battery e96/aaaa,"Kitchen, Garden & Pets",Appliances & Electricals,energizer,90.0,99.0,Battery & Electrical,4.2,Rated,9.0,9.090909090909092
19946,white detergent bar soap - value pack,Cleaning & Household,Detergents & Dishwash,tide,78.0,78.0,"Detergent Powder, Liquid",4.5,Rated,0.0,0.0
19947,organic eco-friendly no rinse floor cleaner,Cleaning & Household,All Purpose Cleaners,kolan,495.0,495.0,Floor & Other Cleaners,2.0,Rated,0.0,0.0
19948,man - on fire eau de toilette,Beauty & Hygiene,Fragrances & Deos,nike,758.1,798.0,Eau De Toilette,,Not Rated,39.89999999999998,4.9999999999999964
19949,cocktail nuts - salted,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",tong garden,573.75,675.0,Roasted Seeds & Nuts,4.3,Rated,101.25,15.0
19950,wonder pants extra large size diapers monthly pack,Baby Care,Diapers & Wipes,huggies,1495.0,2299.0,Diapers,4.0,Rated,804.0,34.97172683775555
19951,borosilicate glass baking rectangular storage with red lid 6 cup,"Kitchen, Garden & Pets",Crockery & Cutlery,pyrex,479.0,525.0,Glassware,4.8,Rated,46.0,8.761904761904763
19952,anti ageing masksheet (pack of 3),Beauty & Hygiene,Skin Care,the face shop,201.0,300.0,Face Care,,Not Rated,99.0,33.0
19953,"steel deep dabba/storage container - no. 11, ubha russian","Kitchen, Garden & Pets",Steel Utensils,bb home,219.0,299.0,Steel Storage Containers,,Not Rated,80.0,26.755852842809364
19954,cinnamon capsules,Beauty & Hygiene,Health & Medicine,organic india,205.0,205.0,Supplements & Proteins,4.3,Rated,0.0,0.0
19955,glow white,Cleaning & Household,All Purpose Cleaners,dr. beckmann,299.0,299.0,Imported Cleaners,,Not Rated,0.0,0.0
19956,carrot strips and beans strip,Fruits & Vegetables,Cuts & Sprouts,fresho,37.0,46.25,Recipe Packs,,Not Rated,9.25,20.0
19957,frutors - apple,Beverages,Energy & Soft Drinks,real,35.0,35.0,Sports & Energy Drinks,5.0,Rated,0.0,0.0
19958,"stainless steel serving spoon - no. 11, silvera","Kitchen, Garden & Pets",Kitchen Accessories,anjali,75.0,95.0,"Strainer, Ladle, Spatula",4.0,Rated,20.0,21.052631578947366
19959,"jhakkas jamun & black salt smoothie - 100% natural, no added sugar",Beverages,Fruit Juices & Drinks,smoodies,50.0,100.0,"Unsweetened, Cold Press",4.5,Rated,50.0,50.0
19960,organic mulberry wellness drink - ginger lemon,Beverages,Tea,sericha,60.0,120.0,Tea Bags,4.3,Rated,60.0,50.0
19961,rosemary,Gourmet & World Food,Cooking & Baking Needs,naturesmith,80.0,80.0,"Herbs, Seasonings & Rubs",,Not Rated,0.0,0.0
19962,"english lavender hand & body lotion,",Beauty & Hygiene,Skin Care,yardley london,299.0,598.0,Body Care,3.4,Rated,299.0,50.0
19963,w6 perfume spray for women,Beauty & Hygiene,Fragrances & Deos,engage,299.0,299.0,Women's Deodorants,1.0,Rated,0.0,0.0
19964,5 millet flakes,Snacks & Branded Foods,Breakfast Cereals,murginns,225.0,225.0,Flakes,2.7,Rated,0.0,0.0
19965,powder - hingraj,"Foodgrains, Oil & Masala",Masalas & Spices,everest,152.0,160.0,Powdered Spices,4.4,Rated,8.0,5.0
19966,apple cider vinegar,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",bagrrys,449.0,449.0,Vinegar,4.5,Rated,0.0,0.0
19967,dip biscuit - creamy chocolate flavored,Gourmet & World Food,Chocolates & Biscuits,yan yan,320.0,320.0,"Cookies, Biscotti, Wafer",4.1,Rated,0.0,0.0
19968,trixy cookie cup,"Bakery, Cakes & Dairy",Ice Creams & Desserts,kwality walls,192.0,240.0,Ice Creams,3.8,Rated,48.0,20.0
19969,handwash - tempting whisper,Beauty & Hygiene,Bath & Hand Wash,lux,95.0,95.0,Hand Wash & Sanitizers,4.1,Rated,0.0,0.0
19970,beard & moustache wax for ultra strong hold - bergamot & lavender,Beauty & Hygiene,Men's Grooming,spruce shave club,399.0,399.0,Moustache & Beard Care,2.0,Rated,0.0,0.0
19971,"white prawns - medium, unpeeled, 30-40 pcs","Eggs, Meat & Fish",Fish & Seafood,fresho,259.0,500.0,Prawns & Shrimps,,Not Rated,241.0,48.199999999999996
19972,vegetable & fruit cutter dicer 12-in-1 - green,"Kitchen, Garden & Pets",Kitchen Accessories,anjali,499.0,1299.0,Choppers & Graters,3.3,Rated,800.0,61.585835257890686
19973,premium international dried kiwi,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",happilo,156.0,195.0,Dry Fruits & Berries,,Not Rated,39.0,20.0
19974,chunky chat,"Foodgrains, Oil & Masala",Masalas & Spices,mdh,65.0,65.0,Blended Masalas,4.2,Rated,0.0,0.0
19975,opalware pudding set - scarlet blooms,"Kitchen, Garden & Pets",Crockery & Cutlery,laopala,449.0,495.0,Plates & Bowls,4.0,Rated,46.0,9.292929292929292
19976,dark milk - salted caramel chocolate bar,Snacks & Branded Foods,Chocolates & Candies,cadbury,89.1,99.0,Chocolates,4.5,Rated,9.900000000000006,10.000000000000005
19977,breakfast mix - rava dosa,Snacks & Branded Foods,Ready To Cook & Eat,mtr,105.0,120.0,Breakfast & Snack Mixes,4.2,Rated,15.0,12.5
19978,bathing soap - with glycerin gentle moisturising,Beauty & Hygiene,Bath & Hand Wash,savlon,87.0,87.0,Bathing Bars & Soaps,4.3,Rated,0.0,0.0
